votes,district,candidate,office,county,party,precinct
Aurora,3,State Senate,20,REP,Joshua Klumb,234
Aurora,5,State Senate,20,REP,Joshua Klumb,120
Aurora,7,State Senate,20,REP,Joshua Klumb,219
Aurora,1,State Senate,20,DEM,Dan Miller,47
Aurora,2,State Senate,20,DEM,Dan Miller,29
Aurora,3,State Senate,20,DEM,Dan Miller,133
Aurora,5,State Senate,20,DEM,Dan Miller,47
Aurora,7,State Senate,20,DEM,Dan Miller,63
Aurora,1,State House,20,REP,Paul R. Miskimins,186
Aurora,2,State House,20,REP,Paul R. Miskimins,91
Aurora,3,State House,20,REP,Paul R. Miskimins,210
Aurora,5,State House,20,REP,Paul R. Miskimins,99
Aurora,7,State House,20,REP,Paul R. Miskimins,181
Aurora,1,State House,20,REP,Lance Koth,141
Aurora,2,State House,20,REP,Lance Koth,83
Aurora,3,State House,20,REP,Lance Koth,129
Aurora,5,State House,20,REP,Lance Koth,73
Aurora,7,State House,20,REP,Lance Koth,130
Aurora,1,State House,20,DEM,Ione Klinger,82
Aurora,2,State House,20,DEM,Ione Klinger,42
Aurora,3,State House,20,DEM,Ione Klinger,159
Aurora,5,State House,20,DEM,Ione Klinger,64
Aurora,7,State House,20,DEM,Ione Klinger,94
Aurora,1,State House,20,DEM,James Schorzmann,79
Aurora,2,State House,20,DEM,James Schorzmann,35
Aurora,3,State House,20,DEM,James Schorzmann,125
Aurora,5,State House,20,DEM,James Schorzmann,60
Aurora,7,State House,20,DEM,James Schorzmann,80
